docid,sentence,category
58,"We may in the passing record, that the determination of the ""counter-claim"" would be with the superior forum, i.e., the jurisdictional High Court (Ss. 64(1) and 104 of the Patents Act). ",1
58,"The above submission was sought to be countered, on the other hand, by pointing out, that the opportunities provided by the legislature to assail the order(s) passed under the Patents Act, could not be reduced. ",1
58,"In this behalf, it was submitted, that the remedies provided by the legislature, where a ""revocation petition"" is filed, were far in excess of the remedies, in case revocation was sought through a ""counter-claim"". ",1
58,"The legitimate inference derived from the former submission, was thus equally legitimately, repudiated by the latter contention. ",1
58,"Since no legitimate solution could emerge from the provisions of the Patents Act, it would be essential, to rely on known principles of law, to resolve the issue. ",1
58,"We shall therefore attempt to resolve the issue, on accepted principles of law. ",1
58,"A ""counter-claim"" for all intents and purposes, must be understood as a suit, filed by one who is impleaded as a defendant. ",1
58,"A ""counter-claim"" is essentially filed to obstruct the claim raised in a suit. ",1
58,"A ""counter-claim"" is tried jointly, with the suit filed by the plaintiff, and has the same effect as a cross-suit. ",1
58,"Therefore, for all intents and purposes a ""counter-claim"" is treated as a plaint, and is governed by the rules applicable to plaints. ",1
58,"The court trying a suit, as well as, the ""counter-claim"", has to pronounce its judgment on the prayer(s) made in the suit, and also, those made in the ""counter-claim"". ",1
58,"Since a ""counter-claim"" is of the nature of an independent suit, a ""counter-claim"" cannot be allowed to proceed, where the defendant has already instituted a suit against the plaintiff, on the same cause of action. ",1
58,"The above conclusion is drawn on the basis of the accepted principle of law crystallized in section 10 of the Code of Civil Procedure, 1908 (hereinafter referred to as, the CPC) read with section 151 of the CPC. ",5
58,Both the above provisions are being extracted hereunder:- ,5
58,"Stay of suit.- No Court shall proceed with the trial of any suit in which the matter in issue is also directly and substantially in issue in a previously instituted suit between the same parties, or between parties under whom they or any of them claim litigating under the same title where such suit is pending in the same or any other Court in India having jurisdiction to grant the relief claimed, or in any Court beyond the limits of India established or continued by the Central Government and having like jurisdiction, or before the Supreme Court. ",5
58,Explanation- The pendency of a suit in a foreign Court does not preclude the Courts in India from trying a suit founded on the same cause of action. ,5
58,"Saving of inherent powers of Court.- Nothing in this Code shall be deemed to limit or otherwise affect the inherent power of the Court to make such orders as may be necessary for the ends of justice or to prevent abuse of the process of the Court."" ",5
58,"Therefore, where an issue is already pending adjudication between the same parties, in a Court having jurisdiction to adjudicate upon the same, a subsequently instituted suit on the same issue between the same parties, cannot be allowed to proceed. ",5
